lambda1 [graus]                v0 [km/s]            deltav [km/s]           deltav1 [km/s]           deltav2 [km/s]            deltat [dias]           gamma0 [graus]       energym [km^2/s^2]                       em
          30.00      10.8533753830553064       4.0947816838264970       3.1391620112691454       0.9556196725573516       2.6120957844454211    -135.8388709670929586       0.7115152147574982       1.5623563871316537
          30.01      10.8533385653721783       4.0945842033873259       3.1391251935860174       0.9554590098013085       2.6126524934205895    -135.8358021982071193       0.7111061212794976       1.5620330541578766
          30.02      10.8533017851525138       4.0943869100420693       3.1390884133663528       0.9552984966757165       2.6132091137680122    -135.8327320144531143       0.7106974345796426       1.5617100426870301
          30.03      10.8532650423488057       4.0941898035674980       3.1390516705626448       0.9551381330048532       2.6137656455472373    -135.8296604173916933       0.7102891541396570       1.5613873523097412
          30.04      10.8532283369136309       4.0939928837418167       3.1390149651274699       0.9549779186143468       2.6143220888176675    -135.8265874085814460       0.7098812794421751       1.5610649826167562
          30.05      10.8531916687996333       4.0937961503424543       3.1389782970134723       0.9548178533289815       2.6148784436388026    -135.8235129895784326       0.7094738099705756       1.5607429332000111
          30.06      10.8531550379595352       4.0935996031478750       3.1389416661733742       0.9546579369745007       2.6154347100700499    -135.8204371619364395       0.7090667452091152       1.5604212036517506
          30.07      10.8531184443461317       4.0934032419363149       3.1389050725599708       0.9544981693763446       2.6159908881708458    -135.8173599272067520       0.7086600846428364       1.5600997935651448
          30.08      10.8530818879122961       4.0932070664869125       3.1388685161261352       0.9543385503607773       2.6165469780005504    -135.8142812869383818       0.7082538277576427       1.5597787025337322
          30.09      10.8530453686109762       4.0930110765789989       3.1388319968248153       0.9541790797541836       2.6171029796185175    -135.8112012426779813       0.7078479740402501       1.5594579301517653
          30.10      10.8530088863951892       4.0928152719918369       3.1387955146090283       0.9540197573828091       2.6176588930841134    -135.8081197959697590       0.7074425229781660       1.5591374760143371
          30.11      10.8529724412180339       4.0926196525056309       3.1387590694318730       0.9538605830737574       2.6182147184566245    -135.8050369483555926       0.7070374740597590       1.5588173397168901
          30.12      10.8529360330326767       4.0924242179002182       3.1387226612465158       0.9537015566537024       2.6187704557953859    -135.8019527013750007       0.7066328267741651       1.5584975208558451
