                   X [km]                   Y [km]                 T [dias]
   -2622.5164058900768396   -5996.7675303864170928       0.0000000000000000
   -2490.5270896243323477   -6053.6138950800677776       0.0001519767171151
   -2357.8960854339461548   -6108.9900432048525545       0.0003039894507511
   -2224.6244669227085069   -6162.8955265092590707       0.0004560742171376
   -2090.7133128800023769   -6215.3299086464012362       0.0006082670319210
   -1956.1637072720191100   -6266.2927651774116384       0.0007606039098729
   -1820.9767392329886206   -6315.7836835749048987       0.0009131208645990
   -1685.1535030564086810   -6363.8022632264137428       0.0010658539082473
   -1548.6950981861236869   -6410.3481154374840116       0.0012188390512165
   -1411.6026292074877801   -6455.4208634349888598       0.0013721123018648
   -1273.8772058383733565   -6499.0201423700336818       0.0015257096662181
   -1135.5199429202143619   -6541.1455993209738153       0.0016796671476789
    -996.5319604089715995   -6581.7968932962658073       0.0018340207467345
    -856.9143833660730252   -6620.9736952372031737       0.0019888064606658
    -716.6683419493076599   -6658.6756880206612550       0.0021440602832560
    -575.7949714036730029   -6694.9025664615583082       0.0022998182044989
    -434.2954120521808932   -6729.6540373153457040       0.0024561162103081
    -292.1708092866384163   -6762.9298192804635619       0.0026129902822250
    -149.4223135583720250   -6794.7296430005471848       0.0027704763971282
      -6.0510803689090240   -6825.0532510665952941       0.0029286105269420
     137.9417297393642343   -6853.9003980191037044       0.0030874286383452
     282.5549511926100195   -6881.2708503500507504       0.0032469666924799
     427.7874133949613338   -6907.1643865047071813       0.0034072606446607
     573.6379407380082966   -6931.5807968835151769       0.0035683464440833
     720.1053526103095237   -6954.5198838438172970       0.0037302600335337
     867.1884634069465392   -6975.9814617013053066       0.0038930373490972
    1014.8860825391211620   -6995.9653567316481713       0.0040567143198677
    1163.1970144437971157   -7014.4714071718908599       0.0042213268676563
    1312.1200585933822822   -7031.4994632217130857       0.0043869109067013
    1461.6540095054242556   -7047.0493870446680376       0.0045535023433770
    1611.7976567524024176   -7061.1210527693092445       0.0047211370759030
    1762.5497849714888616   -7073.7143464901728294       0.0048898509940539
    1913.9091738744216400   -7084.8291662687606731       0.0050596799788687
    2065.8745982573568654   -7094.4654221343098470       0.0052306599023601
    2218.4448280107840219   -7102.6230360844947427       0.0054028266272246
    2371.6186281295290428   -7109.3019420862192419       0.0055762160065518
    2525.3947587226771248   -7114.5020860759004790       0.0057508638835343
    2679.7719750236697109   -7118.2234259601273152       0.0059268060911775
    2834.7490274003721424   -7120.4659316159240916       0.0061040784520099
    2990.3246613651381267   -7121.2295848909070628       0.0062827167777927
    3146.4976175850301843   -7120.5143796035545165       0.0064627568692298
    3303.2666318920009871   -7118.3203215432695288       0.0066442345156788
