lambda1 [graus]                v0 [km/s]            deltav [km/s]           deltav1 [km/s]           deltav2 [km/s]            deltat [dias]           gamma0 [graus]       energym [km^2/s^2]                       em
          20.00       1.1685288332624530       0.5091071626148391       0.3240429113536111       0.1850642512612281       0.6842797069876775    -120.1476657514092636       0.0139554525253780       1.1868174921482471
          20.01       1.1685117580620943       0.5090494269472274       0.3240258361532523       0.1850235907939752       0.6844814853817227    -120.1463187007574192       0.0139322122441983       1.1865063814165155
          20.02       1.1684947147275317       0.5089917829652524       0.3240087928186898       0.1849829901465626       0.6846831804562753    -120.1449650898312314       0.0139090078038383       1.1861957504751763
          20.03       1.1684777031949740       0.5089342304897482       0.3239917812861320       0.1849424492036161       0.6848847922831074    -120.1436049304766556       0.0138858391310829       1.1858855983441237
          20.04       1.1684607234007871       0.5088767693420002       0.3239748014919451       0.1849019678500550       0.6850863209339261    -120.1422382345181603       0.0138627061529037       1.1855759240457417
          20.05       1.1684437752814949       0.5088193993437056       0.3239578533726529       0.1848615459710526       0.6852877664803644    -120.1408650137583294       0.0138396087964600       1.1852667266049421
          20.06       1.1684268587737781       0.5087621203170087       0.3239409368649361       0.1848211834520727       0.6854891289939903    -120.1394852799782598       0.0138165469890971       1.1849580050491124
          20.07       1.1684099738144735       0.5087049320844832       0.3239240519056316       0.1847808801788516       0.6856904085463015    -120.1380990449375474       0.0137935206583459       1.1846497584081297
          20.08       1.1683931203405746       0.5086478344691212       0.3239071984317327       0.1847406360373885       0.6858916052087265    -120.1367063203742163       0.0137705297319228       1.1843419857143618
          20.09       1.1683762982892298       0.5085908272943593       0.3238903763803879       0.1847004509139714       0.6860927190526270    -120.1353071180048318       0.0137475741377285       1.1840346860026290
          20.10       1.1683595075977429       0.5085339103840492       0.3238735856889009       0.1846603246951482       0.6862937501492952    -120.1339014495246573       0.0137246538038480       1.1837278583102291
          20.11       1.1683427482035720       0.5084770835624748       0.3238568262947300       0.1846202572677448       0.6864946985699549    -120.1324893266074554       0.0137017686585495       1.1834215016769090
          20.12       1.1683260200443299       0.5084203466543340       0.3238400981354880       0.1845802485188461       0.6866955643857602    -120.1310707609057005       0.0136789186302847       1.1831156151448778
          20.13       1.1683093230577826       0.5083636994847629       0.3238234011489406       0.1845402983358224       0.6868963476677989    -120.1296457640505650       0.0136561036476871       1.1828101977587671
          20.14       1.1682926571818493       0.5083071418793115       0.3238067352730073       0.1845004066063042       0.6870970484870905    -120.1282143476521895       0.0136333236395720       1.1825052485656513
          20.15       1.1682760223546023       0.5082506736639525       0.3237901004457603       0.1844605732181921       0.6872976669145853    -120.1267765232992133       0.0136105785349363       1.1822007666150300
          20.16       1.1682594185142661       0.5081942946650699       0.3237734966054241       0.1844207980596459       0.6874982030211640    -120.1253323025593573       0.0135878682629577       1.1818967509588325
          20.17       1.1682428455992169       0.5081380047094772       0.3237569236903749       0.1843810810191024       0.6876986568776423    -120.1238816969790975       0.0135651927529936       1.1815932006513847
          20.18       1.1682263035479823       0.5080818036244050       0.3237403816391403       0.1843414219852647       0.6878990285547673    -120.1224247180840479       0.0135425519345811       1.1812901147494175
          20.19       1.1682097922992409       0.5080256912374950       0.3237238703903990       0.1843018208470960       0.6880993181232177    -120.1209613773787197       0.0135199457374363       1.1809874923120633
          20.20       1.1681933117918222       0.5079696673767995       0.3237073898829802       0.1842622774938193       0.6882995256536025    -120.1194916863465068       0.0134973740914545       1.1806853324008522
          20.21       1.1681768619647050       0.5079137318707942       0.3236909400558631       0.1842227918149311       0.6884996512164657    -120.1180156564500408       0.0134748369267080       1.1803836340796827
          20.22       1.1681604427570182       0.5078578845483628       0.3236745208481763       0.1841833637001866       0.6886996948822830    -120.1165332991310777       0.0134523341734470       1.1800823964148333
          20.23       1.1681440541080399       0.5078021252387996       0.3236581321991979       0.1841439930396017       0.6888996567214621    -120.1150446258105546       0.0134298657620985       1.1797816184749517
          20.24       1.1681276959571967       0.5077464537718066       0.3236417740483547       0.1841046797234518       0.6890995368043419    -120.1135496478884335       0.0134074316232660       1.1794812993310511
          20.25       1.1681113682440634       0.5076908699774993       0.3236254463352214       0.1840654236422779       0.6892993352011962    -120.1120483767442124       0.0133850316877286       1.1791814380564869
          20.26       1.1680950709083628       0.5076353736864019       0.3236091489995209       0.1840262246868810       0.6894990519822307    -120.1105408237364855       0.0133626658864405       1.1788820337269652
