lambda1 [graus]                v0 [km/s]            deltav [km/s]           deltav1 [km/s]           deltav2 [km/s]            deltat [dias]           gamma0 [graus]       energym [km^2/s^2]                       em
          20.00       1.1400963110266229       0.5030719954959266       0.3140818694718677       0.1889901260240590       0.6993249012980901    -119.8578520154862730       0.0119492501424706       1.1442593586571488
          20.01       1.1400807220860127       0.5030209413869607       0.3140662805312575       0.1889546608557032       0.6995239661119058    -119.8562777895203340       0.0119281132524809       1.1440041799507417
          20.02       1.1400651625761100       0.5029699686704421       0.3140507210213548       0.1889192476490873       0.6997229478815549    -119.8546973027704325       0.0119070085861874       1.1437493902703948
          20.03       1.1400496324388389       0.5029190771887021       0.3140351908840837       0.1888838863046184       0.6999218466787552    -119.8531105665200300       0.0118859360787240       1.1434949888330050
          20.04       1.1400341316162650       0.5028682667844466       0.3140196900615098       0.1888485767229369       0.7001206625751540    -119.8515175920323230       0.0118648956653886       1.1432409748574470
          20.05       1.1400186600505942       0.5028175373007767       0.3140042184958389       0.1888133188049378       0.7003193956423353    -119.8499183905503855       0.0118438872816411       1.1429873475645449
          20.06       1.1400032176841732       0.5027668885811528       0.3139887761294180       0.1887781124517348       0.7005180459518107    -119.8483129732967143       0.0118229108631045       1.1427341061770997
          20.07       1.1399878044594887       0.5027163204694165       0.3139733629047334       0.1887429575646831       0.7007166135750258    -119.8467013514737545       0.0118019663455638       1.1424812499198629
          20.08       1.1399724203191668       0.5026658328097816       0.3139579787644116       0.1887078540453700       0.7009150985833582    -119.8450835362637719       0.0117810536649652       1.1422287780195368
          20.09       1.1399570652059727       0.5026154254468403       0.3139426236512175       0.1886728017956228       0.7011135010481192    -119.8434595388287534       0.0117601727574158       1.1419766897047610
          20.10       1.1399417390628106       0.5025650982255557       0.3139272975080554       0.1886378007175004       0.7013118210405497    -119.8418293703108333       0.0117393235591835       1.1417249842061159
          20.11       1.1399264418327231       0.5025148509912472       0.3139120002779678       0.1886028507132793       0.7015100586318237    -119.8401930418317392       0.0117185060066962       1.1414736607561253
          20.12       1.1399111734588903       0.5024646835896279       0.3138967319041350       0.1885679516854929       0.7017082138930500    -119.8385505644934881       0.0116977200365411       1.1412227185892179
          20.13       1.1398959338846304       0.5024145958667559       0.3138814923298752       0.1885331035368807       0.7019062868952656    -119.8369019493778893       0.0116769655854649       1.1409721569417650
