                   X [km]                   Y [km]                 T [dias]
    -775.9167215317237378   -1011.1668348906731580       0.0000000000000000
    -767.6538295048546843   -1017.4780413282727523       0.0001078715811882
    -759.3626827048020687   -1023.7523168010310428       0.0002157464054288
    -751.0433343512803503   -1029.9896210352465005       0.0003236277157532
    -742.6958378450262899   -1036.1899139945367097       0.0004315187551515
    -734.3202467674547052   -1042.3531558800839321       0.0005394227665510
    -725.9166148803169563   -1048.4793071308984054       0.0006473429927960
    -717.4849961253537458   -1054.5683284240710691       0.0007552826766265
    -709.0254446239484878   -1060.6201806750223113       0.0008632450606578
    -700.5380146767827227   -1066.6348250377579916       0.0009712333873593
    -692.0227607634860760   -1072.6122229051152317       0.0010792508990342
    -683.4797375422839423   -1078.5523359090100257       0.0011873008377979
    -674.9089998496514227   -1084.4551259206857594       0.0012953864455580
    -666.3106026999578262   -1090.3205550509583190       0.0014035109639931
    -657.6846012851146952   -1096.1485856504548337       0.0015116776345320
    -649.0310509742217846   -1101.9391803098603759       0.0016198896983328
    -640.3500073132119041   -1107.6923018601557942       0.0017281503962624
    -631.6415260244921228   -1113.4079133728564557       0.0018364629688755
    -622.9056630065894069   -1119.0859781602500789       0.0019448306563938
    -614.1424743337896643   -1124.7264597756300191       0.0020532566986851
    -605.3520162557783806   -1130.3293220135319643       0.0021617443352430
    -596.5343451972800040   -1135.8945289099649472       0.0022702968051652
    -587.6895177576942615   -1141.4220447426421288       0.0023789173471336
    -578.8175907107347484   -1146.9118340312111286       0.0024876091993932
    -569.9186210040641072   -1152.3638615374802612       0.0025963755997311
    -560.9926657589257957   -1157.7780922656447729       0.0027052197854559
    -552.0397822697833590   -1163.1544914625146703       0.0028141449933769
    -543.0600280039452628   -1168.4930246177314075       0.0029231544597835
    -534.0534606012014365   -1173.7936574639966238       0.0030322514204240
    -525.0201378734520858   -1179.0563559772874669       0.0031414391104853
    -515.9601178043355958   -1184.2810863770760079       0.0032507207645719
    -506.8734585488564335   -1189.4678151265475208       0.0033600996166849
    -497.7602184330127102   -1194.6165089328135309       0.0034695789002018
    -488.6204559534216969   -1199.7271347471266836       0.0035791618478553
    -479.4542297769431229   -1204.7996597650922013       0.0036888516917129
    -470.2615987403042368   -1209.8340514268809329       0.0037986516631556
    -461.0426218497213426   -1214.8302774174339902       0.0039085649928577
    -451.7973582805208252   -1219.7883056666746597       0.0040185949107659
    -442.5258673767596633   -1224.7081043497105384       0.0041287446460785
    -433.2282086508444081   -1229.5896418870411253       0.0042390174272247
    -423.9044417831496503   -1234.4328869447572288       0.0043494164818439
    -414.5546266216333606   -1239.2378084347442382       0.0044599450367649
    -405.1788231814559254   -1244.0043755148833498       0.0045706063179853
    -395.7770916445904277   -1248.7325575892436973       0.0046814035506509
    -386.3494923594402053   -1253.4223243082838053       0.0047923399590346
    -376.8960858404501550   -1258.0736455690469029       0.0049034187665161
    -367.4169327677175261   -1262.6864915153500988       0.0050146431955609
    -357.9120939866035087   -1267.2608325379783309       0.0051260164677000
    -348.3816305073425497   -1271.7966392748753606       0.0052375418035090
    -338.8256035046496208   -1276.2938826113304458       0.0053492224225871
    -329.2440743173292503   -1280.7525336801656977       0.0054610615435370
    -319.6371044478800627   -1285.1725638619229812       0.0055730623839441
    -310.0047555621018773   -1289.5539447850428587       0.0056852281603555
    -300.3470894886982592   -1293.8966483260558107       0.0057975620882599
    -290.6641682188798086   -1298.2006466097500379       0.0059100673820662
    -280.9560539059677922   -1302.4659120093638194       0.0060227472550838
    -271.2228088649939650   -1306.6924171467528595       0.0061356049195012
    -261.4644955722998247   -1310.8801348925696857       0.0062486435863659
    -251.6811766651370021   -1315.0290383664389537       0.0063618664655633
    -241.8729149412646109   -1319.1391009371270684       0.0064752767657966
    -232.0397733585462845   -1323.2102962227172611       0.0065888776945660
    -222.1818150345465313   -1327.2425980907742087       0.0067026724581478
    -212.2991032461240479   -1331.2359806585147908       0.0068166642615743
    -202.3917014290269094   -1335.1904182929736180       0.0069308563086130
    -192.4596731774855414   -1339.1058856111669684       0.0070452518017462
    -182.5030822438033340   -1342.9823574802571784       0.0071598539421501
    -172.5219925379488757   -1346.8198090177102131       0.0072746659296744
    -162.5164681271443214   -1350.6182155914623308       0.0073896909628222
    -152.4865732354548129   -1354.3775528200696954       0.0075049322387286
    -142.4323722433758803   -1358.0977965728723120       0.0076203929531411
    -132.3539296874222373   -1361.7789229701447766       0.0077360763003984
    -122.2513102597096122   -1365.4209083832488432       0.0078519854734102
    -112.1245788075430454   -1369.0237294347898569       0.0079681236636367
    -101.9738003329992040   -1372.5873629987613640       0.0080844940610681
