lambda1 [graus]                v0 [km/s]            deltav [km/s]           deltav1 [km/s]           deltav2 [km/s]            deltat [dias]           gamma0 [graus]       energym [km^2/s^2]                       em
          20.00       1.1423319895268589       0.4400408216817686       0.2978460676180169       0.1421947540637516       1.0957747588919733    -129.0734847912353587      -0.0074356918433649       0.8955752358272354
          20.01       1.1423338389836388       0.4400392818645327       0.2978479170747969       0.1421913647897359       1.0959027987573611    -129.0663193933447417      -0.0074374528042796       0.8955505053876061
          20.02       1.1423356919568830       0.4400377517256560       0.2978497700480410       0.1421879816776150       1.0960307456357428    -129.0591531540464132      -0.0074392105522072       0.8955258200702617
          20.03       1.1423375484404685       0.4400362312480842       0.2978516265316266       0.1421846047164576       1.0961585996528160    -129.0519860763407678      -0.0074409650928954       0.8955011797944877
          20.04       1.1423394084282845       0.4400347204147820       0.2978534865194425       0.1421812338953395       1.0962863609341331    -129.0448181632224589      -0.0074427164320782       0.8954765844797529
          20.05       1.1423412719142321       0.4400332192087753       0.2978553500053901       0.1421778692033852       1.0964140296050651    -129.0376494176802282      -0.0074444645754761       0.8954520340457274
          20.06       1.1423431388922241       0.4400317276130876       0.2978572169833821       0.1421745106297055       1.0965416057908521    -129.0304798426971900      -0.0074462095287961       0.8954275284122533
          20.07       1.1423450093561858       0.4400302456108164       0.2978590874473438       0.1421711581634726       1.0966690896165463    -129.0233094412504897      -0.0074479512977316       0.8954030674993794
          20.08       1.1423468833000543       0.4400287731850861       0.2978609613912123       0.1421678117938738       1.0967964812070470    -129.0161382163114467      -0.0074496898879625       0.8953786512273392
          20.09       1.1423487607177785       0.4400273103190490       0.2978628388089365       0.1421644715101125       1.0969237806870982    -129.0089661708457527      -0.0074514253051554       0.8953542795165510
          20.10       1.1423506416033193       0.4400258569959088       0.2978647196944774       0.1421611373014315       1.0970509881812736    -129.0017933078131875      -0.0074531575549632       0.8953299522876271
          20.11       1.1423525259506495       0.4400244131989088       0.2978666040418075       0.1421578091571012       1.0971781038139865    -128.9946196301678754      -0.0074548866430257       0.8953056694613696
          20.12       1.1423544137537536       0.4400229789113030       0.2978684918449116       0.1421544870663914       1.0973051277095056    -128.9874451408581990      -0.0074566125749692       0.8952814309587553
          20.13       1.1423563050066279       0.4400215541164178       0.2978703830977859       0.1421511710186319       1.0974320599919176    -128.9802698428267149      -0.0074583353564068       0.8952572367009644
          20.14       1.1423581997032803       0.4400201387975666       0.2978722777944384       0.1421478610031282       1.0975589007851847    -128.9730937390104941      -0.0074600549929385       0.8952330866093396
          20.15       1.1423600978377308       0.4400187329381582       0.2978741759288889       0.1421445570092694       1.0976856502130654    -128.9659168323406107      -0.0074617714901506       0.8952089806054376
          20.16       1.1423619994040113       0.4400173365216242       0.2978760774951693       0.1421412590264549       1.0978123083991718    -128.9587391257425679      -0.0074634848536164       0.8951849186109929
          20.17       1.1423639043961642       0.4400159495313696       0.2978779824873222       0.1421379670440474       1.0979388754670008    -128.9515606221363271      -0.0074651950888967       0.8951609005478961
          20.18       1.1423658128082450       0.4400145719509441       0.2978798908994030       0.1421346810515411       1.0980653515398127    -128.9443813244359376      -0.0074669022015380       0.8951369263382718
          20.19       1.1423677246343198       0.4400132037638353       0.2978818027254778       0.1421314010383575       1.0981917367407823    -128.9372012355500488      -0.0074686061970747       0.8951129959043826
          20.20       1.1423696398684666       0.4400118449536290       0.2978837179596246       0.1421281269940044       1.0983180311928791    -128.9300203583815119      -0.0074703070810278       0.8950891091687031
          20.21       1.1423715585047749       0.4400104955038972       0.2978856365959329       0.1421248589079643       1.0984442350189521    -128.9228386958276928      -0.0074720048589053       0.8950652660538673
          20.22       1.1423734805373458       0.4400091553982973       0.2978875586285038       0.1421215967697935       1.0985703483416560    -128.9156562507801027      -0.0074736995362023       0.8950414664827143
          20.23       1.1423754059602920       0.4400078246205035       0.2978894840514500       0.1421183405690535       1.0986963712835034    -128.9084730261248808      -0.0074753911184007       0.8950177103782559
          20.24       1.1423773347677371       0.4400065031542135       0.2978914128588951       0.1421150902953184       1.0988223039668557    -128.9012890247424252      -0.0074770796109699       0.8949939976636797
          20.25       1.1423792669538169       0.4400051909831822       0.2978933450449749       0.1421118459382073       1.0989481465139053    -128.8941042495077056      -0.0074787650193663       0.8949703282623630
          20.26       1.1423812025126778       0.4400038880911832       0.2978952806038359       0.1421086074873474       1.0990738990466984    -128.8869187032899788      -0.0074804473490332       0.8949467020978560
