lambda1 [graus]                v0 [km/s]            deltav [km/s]           deltav1 [km/s]           deltav2 [km/s]            deltat [dias]           gamma0 [graus]       energym [km^2/s^2]                       em
          20.00       1.1428363015118796       0.4543821342423632       0.2983503796030377       0.1560317546393255       1.0670412986675120    -128.8528380750352085      -0.0071510709335452       0.9136674775165662
          20.01       1.1428378447130030       0.4543799395688392       0.2983519228041610       0.1560280167646781       1.0671749834443647    -128.8458440558348457      -0.0071531755349519       0.9136420693574344
          20.02       1.1428393918627118       0.4543777553862210       0.2983534699538698       0.1560242854323513       1.0673085743761908    -128.8388490256973284      -0.0071552764387727       0.9136167058380332
          20.03       1.1428409429540354       0.4543755816757908       0.2983550210451934       0.1560205606305974       1.0674420715866240    -128.8318529879246057      -0.0071573736517105       0.9135913868774456
          20.04       1.1428424979800169       0.4543734184188463       0.2983565760711749       0.1560168423476713       1.0675754751991604    -128.8248559458121747      -0.0071594671804530       0.9135661123949370
          20.05       1.1428440569337135       0.4543712655967140       0.2983581350248715       0.1560131305718425       1.0677087853371450    -128.8178579026490809      -0.0071615570316716       0.9135408823099606
          20.06       1.1428456198081967       0.4543691231907876       0.2983596978993547       0.1560094252914329       1.0678420021237542    -128.8108588617179464      -0.0071636432120221       0.9135156965421694
          20.07       1.1428471865965515       0.4543669911824638       0.2983612646877095       0.1560057264947543       1.0679751256820280    -128.8038588262950555      -0.0071657257281444       0.9134905550113940
          20.08       1.1428487572918773       0.4543648695532143       0.2983628353830353       0.1560020341701790       1.0681081561348325    -128.7968577996502120      -0.0071678045866625       0.9134654576376674
          20.09       1.1428503318872874       0.4543627582845433       0.2983644099784454       0.1559983483060979       1.0682410936048827    -128.7898557850467682      -0.0071698797941849       0.9134404043412090
          20.10       1.1428519103759089       0.4543606573580188       0.2983659884670670       0.1559946688909518       1.0683739382147244    -128.7828527857416532      -0.0071719513573040       0.9134153950424361
          20.11       1.1428534927508827       0.4543585667551802       0.2983675708420407       0.1559909959131395       1.0685066900867908    -128.7758488049857135      -0.0071740192825973       0.9133904296619288
          20.12       1.1428550790053635       0.4543564864576860       0.2983691570965216       0.1559873293611644       1.0686393493433128    -128.7688438460232589      -0.0071760835766261       0.9133655081204846
          20.13       1.1428566691325199       0.4543544164471865       0.2983707472236780       0.1559836692235086       1.0687719161063947    -128.7618379120922327      -0.0071781442459363       0.9133406303390704
          20.14       1.1428582631255342       0.4543523567053883       0.2983723412166922       0.1559800154886961       1.0689043904979798    -128.7548310064242969      -0.0071802012970584       0.9133157962388460
          20.15       1.1428598609776026       0.4543503072140691       0.2983739390687606       0.1559763681453085       1.0690367726398369    -128.7478231322447471      -0.0071822547365072       0.9132910057411685
          20.16       1.1428614626819347       0.4543482679550019       0.2983755407730927       0.1559727271819092       1.0691690626536070    -128.7408142927726260      -0.0071843045707824       0.9132662587675656
          20.17       1.1428630682317535       0.4543462389099996       0.2983771463229116       0.1559690925870880       1.0693012606607799    -128.7338044912208659      -0.0071863508063681       0.9132415552397496
