lambda1 [graus]                v0 [km/s]            deltav [km/s]           deltav1 [km/s]           deltav2 [km/s]            deltat [dias]           gamma0 [graus]       energym [km^2/s^2]                       em
          20.00       1.1152656261647220       0.4396540761496784       0.2892511846099668       0.1504028915397116       1.0963397602425622    -128.5980445817373550      -0.0076300843356277       0.9028714185128718
          20.01       1.1152675455595653       0.4396528298851464       0.2892531040048101       0.1503997258803363       1.0964666849148055    -128.5909102460086899      -0.0076318152428545       0.9028493846065309
          20.02       1.1152694685138305       0.4396515929332510       0.2892550269590752       0.1503965659741758       1.0965935170938290    -128.5837750332392204      -0.0076335429943656       0.9028273908714615
          20.03       1.1152713950212996       0.4396503652775163       0.2892569534665443       0.1503934118109719       1.0967202569056822    -128.5766389465344446      -0.0076352675958299       0.9028054372355023
          20.04       1.1152733250757663       0.4396491469014636       0.2892588835210110       0.1503902633804525       1.0968469044762743    -128.5695019889939488      -0.0076369890529033       0.9027835236266489
          20.05       1.1152752586710375       0.4396479377887092       0.2892608171162823       0.1503871206724269       1.0969734599313123    -128.5623641637109245      -0.0076387073712275       0.9027616499730913
          20.06       1.1152771958009318       0.4396467379228795       0.2892627542461765       0.1503839836767030       1.0970999233963570    -128.5552254737727651      -0.0076404225564312       0.9027398162031798
          20.07       1.1152791364592796       0.4396455472875965       0.2892646949045243       0.1503808523830721       1.0972262949968312    -128.5480859222610377      -0.0076421346141299       0.9027180222454185
          20.08       1.1152810806399243       0.4396443658665821       0.2892666390851690       0.1503777267814131       1.0973525748579507    -128.5409455122509428      -0.0076438435499255       0.9026962680285082
          20.09       1.1152830283367210       0.4396431936435789       0.2892685867819658       0.1503746068616131       1.0974787631047809    -128.5338042468117976      -0.0076455493694063       0.9026745534813118
          20.10       1.1152849795435364       0.4396420306023124       0.2892705379887812       0.1503714926135312       1.0976048598622550    -128.5266621290073203      -0.0076472520781481       0.9026528785328402
          20.11       1.1152869342542506       0.4396408767266372       0.2892724926994954       0.1503683840271418       1.0977308652550859    -128.5195191618946069      -0.0076489516817125       0.9026312431123107
          20.12       1.1152888924627542       0.4396397320003534       0.2892744509079990       0.1503652810923544       1.0978567794078808    -128.5123753485254952      -0.0076506481856488       0.9026096471490717
          20.13       1.1152908541629509       0.4396385964073555       0.2892764126081957       0.1503621837991598       1.0979826024450456    -128.5052306919453997      -0.0076523415954925       0.9025880905726632
          20.14       1.1152928193487557       0.4396374699315475       0.2892783777940005       0.1503590921375470       1.0981083344908420    -128.4980851951940792      -0.0076540319167663       0.9025665733127821
          20.15       1.1152947880140958       0.4396363525568613       0.2892803464593405       0.1503560060975208       1.0982339756693738    -128.4909388613054091      -0.0076557191549798       0.9025450952992882
          20.16       1.1152967601529102       0.4396352442672912       0.2892823185981550       0.1503529256691362       1.0983595261045664    -128.4837916933071256      -0.0076574033156293       0.9025236564622187
          20.17       1.1152987357591502       0.4396341450468688       0.2892842942043949       0.1503498508424738       1.0984849859201817    -128.4766436942212806      -0.0076590844041982       0.9025022567317773
