                   X [km]                   Y [km]                 T [dias]
   -2971.4755506762103323   -6162.1005372837662435       0.0000000000000000
   -2840.5253193960188582   -6224.3786177924730509       0.0001568755904007
   -2708.8965883149153342   -6285.2469443791305821       0.0003137857808245
   -2576.5904276375704285   -6344.7050221550216520       0.0004707651710130
   -2443.6079130765192531   -6402.7523676975015405       0.0006278483601453
   -2309.9501258433597286   -6459.3885090538205986       0.0007850699465567
   -2175.6181526399655013   -6514.6129857449495830       0.0009424645274571
   -2040.6130856496963588   -6568.4253487694477371       0.0011000666986497
   -1904.9360225284765420   -6620.8251606070198250       0.0012579110542503
   -1768.5880663958735113   -6671.8119952220595223       0.0014160321864054
   -1631.5703258261426072   -6721.3854380671646140       0.0015744646850110
   -1493.8839148391975868   -6769.5450860864420974       0.0017332431374320
   -1355.5299528915832070   -6816.2905477189060548       0.0018924021282200
   -1216.5095648673375308   -6861.6214429015390124       0.0020519762388330
   -1076.8238810688615104   -6905.5374030723842225       0.0022120000473539
    -936.4740372077420716   -6948.0380711736852390       0.0023725081282090
    -795.4611743954958456   -6989.1231016545953025       0.0025335350518876
    -653.7864391343047146   -7028.7921604741441115       0.0026951153846603
    -511.4509833076941732   -7067.0449251038844523       0.0028572836882985
    -368.4559641711530844   -7103.8810845304469694       0.0030200745197927
    -224.8025443427480070   -7139.3003392582259039       0.0031835224310724
     -80.4918917936547729   -7173.3024013116819333       0.0033476619687244
      64.4748201613310385   -7205.8869942377423286       0.0035125276737125
     210.0964128733422740   -7237.0538531080810571       0.0036781540810961
     356.3717023690137466   -7266.8027245211815170       0.0038445757197500
     503.2994993601113265   -7295.1333666044556594       0.0040118271120832
     650.8786092532008070   -7322.0455490161866692       0.0041799427737586
     799.1078321593658984   -7347.5390529474225332       0.0043489572134121
     947.9859629039567608   -7371.6136711237677446       0.0045189049323719
    1097.5117910363940155   -7394.2692078070340358       0.0046898204243785
    1247.6841008400083410   -7415.5054787968620076       0.0048617381753039
    1398.5016713419206553   -7435.3223114321608591       0.0050346926628709
    1549.9632763229740249   -7453.7195445925854074       0.0052087183563736
    1702.0676843277060470   -7470.6970286998184747       0.0053838497163964
    1854.8136586743548833   -7486.2546257187696028       0.0055601211945342
    2008.1999574649121314   -7500.3922091587091927       0.0057375672331121
    2162.2253335952350426   -7513.1096640743089665       0.0059162222649057
    2316.8885347651780648   -7524.4068870666069415       0.0060961207128605
    2472.1883034887468966   -7534.2837862836877321       0.0062772969898129
    2628.1233771043712295   -7542.7402814216629849       0.0064597854982096
    2784.6924877851538440   -7549.7763037251925198       0.0066436206298284
    2941.8943625491451712   -7555.3917959880091075       0.0068288367654982
    3099.7277232697356339   -7559.5867125534769002       0.0070154682748199
    3258.1912866860484428   -7562.3610193149452243       0.0072035495158867
    3417.2837644133164758   -7563.7146937159077424       0.0073931148350047
    3577.0038629534315078   -7563.6477247503817125       0.0075841985664137
    3737.3502837054234078   -7562.1601129628697890       0.0077768350320083
    3898.3217229760120972   -7559.2518704483436522       0.0079710585410583
    4059.9168719902063458   -7554.9230208522039902       0.0081669033899304
    4222.1344169019903347   -7549.1735993700986000       0.0083644038618088
    4384.9730388049310932   -7542.0036527475540424       0.0085635942264169
    4548.4314137429819311   -7533.4132392797027933       0.0087645087397381
    4712.5082127211826446   -7523.4024288107157190       0.0089671816437381
    4877.2021017164734076   -7511.9713027332572892       0.0091716471660857
    5042.5117416886014325   -7499.1199539878925862       0.0093779395198751
    5208.4357885909321340   -7484.8484870622496601       0.0095860929033472
    5374.9728933813967160   -7469.1570179901636948       0.0097961414996121
    5542.1217020335034249   -7452.0456743508248110       0.0100081194763708
    5709.8808555472969601   -7433.5145952676557499       0.0102220609856375
    5878.2489899604324819   -7413.5639314072177513       0.0104380001634619
    6047.2247363592550755   -7392.1938449779736402       0.0106559711296519
    6216.8067208899501566   -7369.4045097289899786       0.0108760079874957
    6386.9935647696338492   -7345.1961109484309418       0.0110981448234851
    6557.7838842977280365   -7319.5688454622550125       0.0113224157070376
    6729.1762908670061734   -7292.5229216323687069       0.0115488546902206
    6901.1693909750429157   -7264.0585593551113561       0.0117774958074733
    7073.7617862354927638   -7234.1759900594088322       0.0120083730753304
    7246.9520733894287332   -7202.8754567048708850       0.0122415204921459
    7420.7388443167610603   -7170.1572137798202675       0.0124769720378165
    7595.1206860477268492   -7136.0215272992672908       0.0127147616735049
    7770.0961807743724421   -7100.4686748027315844       0.0129549233413640
    7945.6639058620157812   -7063.4989453519219751       0.0131974909642615
    8121.8224338609115875   -7025.1126395285027684       0.0134424984455028
    8298.5703325177200895   -6985.3100694314935026       0.0136899796685565
    8475.9061647872931644   -6944.0915586748851638       0.0139399684967784
    8653.8284888443304226   -6901.4574423849580853       0.0141924987731363
    8832.3358580950025498   -6857.4080671974916186       0.0144476043199349
    9011.4268211888338556   -6811.9437912550411056       0.0147053189385404
    9191.0999220304274786   -6765.0649842039629220       0.0149656764091062
    9371.3536997913015512   -6716.7720271914158729       0.0152287104902982
    9552.1866889218708820   -6667.0653128623252996       0.0154944549190198
    9733.5974191632030852   -6615.9452453560879803       0.0157629434101384
    9915.5844155591057643   -6563.4122403033688897       0.0160342096562105
   10098.1461984680354362   -6509.4667248226887750       0.0163082873272083
   10281.2812835751556122   -6454.1091375169380626       0.0165852100702458
   10464.9881819044585427   -6397.3399284698607516       0.0168650115093050
   10649.2653998307487200   -6339.1595592423245762       0.0171477252449630
   10834.1114390919265134   -6279.5685028686448277       0.0174333848541183
   11019.5247968010680779   -6218.5672438526735277       0.0177220238897181
   11205.5039654586216784   -6156.1562781638640445       0.0180136758804855
   11392.0474329648623097   -6092.3361132333329806       0.0183083743306468
   11579.1536826319315878   -6027.1072679496055571       0.0186061527196590
   11766.8211931963160168   -5960.4702726544601319       0.0189070445019381
   11955.0484388311488146   -5892.4256691386062812       0.0192110831065861
   12143.8338891587372927   -5822.9740106373219533       0.0195183019371204
   12333.1760092628101120   -5752.1158618258577917       0.0198287343712015
   12523.0732597011738108   -5679.8517988149560551       0.0201424137603614
   12713.5240965181492356   -5606.1824091460985073       0.0204593734297332
   12904.5269712570916454   -5531.1082917867170181       0.0207796466777797
   13096.0803309731109039   -5454.6300571254187162       0.0211032667760227
   13288.1826182454879017   -5376.7483269668764478       0.0214302669687722
   13480.8322711905711913   -5297.4637345269175057       0.0217606804728568
   13674.0277234743007284   -5216.7769244272940341       0.0220945404773530
   13867.7674043250226532   -5134.6885526904407016       0.0224318801433160
   14062.0497385462658713   -5051.1992867341923557       0.0227727326035090
   14256.8731465294913505   -4966.3098053662988605       0.0231171309621352
   14452.2360442669905751   -4880.0207987789517574       0.0234651082945675
   14648.1368433647130587   -4792.3329685431244798       0.0238166976470799
   14844.5739510553030414   -4703.2470276029389424       0.0241719320365796
   15041.5457702108415106   -4612.7637002697974822       0.0245308444503373
   15239.0506993560193223   -4520.8837222165348066       0.0248934678457199
   15437.0871326810884057   -4427.6078404714289718       0.0252598351499220
   15635.6534600548566232   -4332.9368134120968534       0.0256299792596987
   15834.7480670379463845   -4236.8714107594105371       0.0260039330410977
   16034.3693348956730915   -4139.4124135711126655       0.0263817293291921
   16234.5156406115038408   -4040.5606142356109558       0.0267634009278140
   16435.1853568999431445   -3940.3168164654016437       0.0271489806092870
   16636.3768522200298321   -3838.6818352906375367       0.0275385011141602
   16838.0884907884428685   -3735.6564970524354976       0.0279319951509419
   17040.3186325928436418   -3631.2416393961834729       0.0283294953958339
   17243.0656334052328020   -3525.4381112647511145       0.0287310344924654
   17446.3278447952980059   -3418.2467728915371481       0.0291366450516277
   17650.1036141437798506   -3309.6684957935112834       0.0295463596510094
   17854.3912846560087928   -3199.7041627641337982       0.0299602108349311
   18059.1891953752419795   -3088.3546678661396072       0.0303782311140811
   18264.4956811963165819   -2975.6209164243246050       0.0308004529652508
   18470.3090728790448338   -2861.5038250181114563       0.0312269088310713
   18676.6276970618782798   -2746.0043214741936026       0.0316576311197483
   18883.4498762755210919   -2629.1233448588936881       0.0320926522048001
   19090.7739289564597129   -2510.8618454705861041       0.0325320044247934
   19298.5981694607507961   -2391.2207848319708319       0.0329757200830810
   19506.9209080776963674   -2270.2011356822176822       0.0334238314475385
   19715.7404510435626435   -2147.8038819691100798       0.0338763707503026
   19925.0551005553061259   -2024.0300188409967177       0.0343333701875084
   20134.8631547845106979   -1898.8805526387207010       0.0347948619190285
   20345.1629078911137185   -1772.3565008874486466       0.0352608780682103
   20555.9526500372412556   -1644.4588922883763189       0.0357314507216161
   20767.2306674012797885   -1515.1887667103953845       0.0362066119287614
   20978.9952421916677849   -1384.5471751815903190       0.0366863937018546
   21191.2446526608364366   -1252.5351798807359955       0.0371708280155364
   21403.9771731193141022   -1119.1538541286436157       0.0376599468066208
   21617.1910739497907343    -984.4042823794540027       0.0381537819738340
   21830.8846216209458362    -848.2875602117690050       0.0386523653775562
   22045.0560787018512201    -710.8047943198110943       0.0391557288395622
   22259.7037038758317067    -571.9571025043838972       0.0396639041427625
   22474.8257519548096752    -431.7456136637838995       0.0401769230309449
   22690.4204738933658518    -290.1714677846370023       0.0406948172085167
   22906.4861168030947738    -147.2358159326292650       0.0412176183402470
   23123.0209239666837675      -2.9398202431326239       0.0417453580510083
   23340.0231348523630004     142.7153460882131242       0.0422780679255211
   23557.4909851281154261     289.7284988150856861       0.0428157795080950
   23775.4227066760504385     438.0984426500745030       0.0433585243023742
   23993.8165276068102685     587.8239712743793461       0.0439063337710798
   24212.6706722738781536     738.9038673476956092       0.0444592393357553
   24431.9833612881848239     891.3369025180173821       0.0450172723765099
   24651.7528115323548263    1045.1218374316913469       0.0455804642317644
   24871.9772361754658050    1200.2574217434766979       0.0461488461979957
   25092.6548446873348439    1356.7423941266843030       0.0467224495294829
   25313.7838428531758836    1514.5754822834483093       0.0473013054380524
   25535.3624327882316720    1673.7554029551224630       0.0478854450928252
   25757.3888129523402313    1834.2808619326171993       0.0484748996199626
   25979.8611781645922747    1996.1505540670048049       0.0490697001024134
   26202.7777196179886232    2159.3631632800534135       0.0496698775796613
   26426.1366248941667436    2323.9173625750227075       0.0502754630474727
   26649.9360779781491146    2489.8118140473793574       0.0508864874576438
   26874.1742592730661272    2657.0451688956732141       0.0515029817177504
   27098.8493456150390557    2825.6160674325874425       0.0521249766908952
   27323.9595102878556645    2995.5231390958706470       0.0527525031954576
   27549.5029230379659566    3166.7650024595786817       0.0533855920048432
   27775.4777500892741955    3339.3402652452668917       0.0540242738472331
   28001.8821541581019119    3513.2475243332983155       0.0546685794053348
   28228.7142944681436347    3688.4853657742955875       0.0553185393161317
   28455.9723267652734648    3865.0523648005869291       0.0559741841706350
   28683.6544033327845682    4042.9470858377940203       0.0566355445136345
   28911.7586730062212155    4222.1680825165785791       0.0573026508434504
   29140.2832811885054980    4402.7138976843116325       0.0579755336116852
   29369.2263698650240258    4584.5830634169296900       0.0586542232229761
   29598.5860776186709700    4767.7741010309318881       0.0593387500347480
   29828.3605396450875560    4952.2855210953648566       0.0600291443569665
   30058.5478877677232958    5138.1158234439053558       0.0607254364518917
   30289.1462504530900333    5325.2634971871120797       0.0614276565338317
   30520.1537528258995735    5513.7270207246765494       0.0621358347688974
   30751.5685166844668856    5703.5048617577749610       0.0628500012747571
   30983.3886605157604208    5894.5954773016046602       0.0635701861203914
   31215.6122995109144540    6086.9973136978032926       0.0642964193258491
   31448.2375455803594377    6280.7088066272435753       0.0650287308620029
   31681.2625073693525337    6475.7283811225770478       0.0657671506503055
   31914.6852902732134680    6672.0544515811980091       0.0665117085625470
   32148.5039964528441487    6869.6854217779982719       0.0672624344206112
   32382.7167248499790730    7068.6196848784593385       0.0680193579962340
   32617.3215712029268616    7268.8556234516290715       0.0687825090107606
   32852.3166280617879238    7470.3916094833239185       0.0695519171349040
   33087.6999848040504730    7673.2260043893711554       0.0703276119885040
   33323.4697276502120076    7877.3571590288856896       0.0711096231402868
   33559.6239396792007028    8082.7834137177087541       0.0718979801076231
   33796.1607008440696518    8289.5030982419084467       0.0726927123562899
   34033.0780879875310347    8497.5145318713257439       0.0734938493002296
   34270.3741748576867394    8706.8160233733178757       0.0743014203013118
   34508.0470321235043230    8917.4058710263434477       0.0751154546690936
   34746.0947273907586350    9129.2823626340286864       0.0759359816605823
   34984.5153252175296075    9342.4437755389080849       0.0767630304799968
   35223.3068871300856699    9556.8883766364997427       0.0775966302785305
